Coding System,CVX Code,NZVX Code,GP Code,CVX Short Description,vaccine status,VG_Name,Sequence RXA-2,Indication RXA-19 ,Uncertain formulation CVX,ScheduleCode,Name,Simple Description,Detailed Description,Common Responses,Rare Responses,More Information,,,,
NZVX,,99011,,dTap-IPV,,,1 to 99,11Y,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,ConsegnaTest,,DTaP-IPV,DTaP-IPV,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,,,dTap-IPV-1 11y,dTap-IPV-1 11y,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,,,DTaP-IPV-1 4y,DTaP-IPV-1 4y,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,ConsegnaTest,,DTaP-IPV-1 4y,DTaP-IPV-1 4y,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,,,DTaP-IPV-1 6w,DTaP-IPV-1 6w,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,ConsegnaTest,,DTaP-IPV-1 6w,DTaP-IPV-1 6w,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,,,DTaP-IPV-2 3m,DTaP-IPV-2 3m,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,,,DTaP-IPV-3 5m,DTaP-IPV-3 5m,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,ConsegnaTest,,DTaP-IPV-3 5m,DTaP-IPV-3 5m,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
GP Codes,,,DTaP-IPV-4 4y,DTaP-IPV-4 4y,,,,,,DTaP-IPV,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough) and Polio","Protects against diphtheria, tetanus, pertussis and polio.","INFANRIX-IPV is a vaccine used to immunise against diphtheria, tetanus, pertussis (whooping cough) and
poliomyelitis.
INFANRIX-IPV is not intended for use in adults.
Diphtheria, pertussis, tetanus and poliomyelitis are life-threatening diseases caused by bacterial and viral infections.
The vaccine works by causing the body to produce its own protection (antibodies) against these diseases.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin. Generally, the airways
become inflamed (swollen) causing severe breathing difficulties and sometimes suffocation. The bacteria release a
toxin (poison) which can cause nerve damage, heart problems and death. The risk of serious complications and death is
greater in the very young and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to infection are burn wounds,
fractures, deep wounds or wounds contaminated with soil, dust, horse manure or wood splinters. The bacteria release
toxins, which can cause muscle stiffness, painful spasms, fits and death. The spasm can be strong enough to cause bone
fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing that may interfere with
normal breathing. The coughing is often accompanied by a “whooping” sound. The cough may last for 1-2 months or
longer. Pertussis can also cause inner ear infections, long lasting bronchitis, pneumonia, fits, brain damage and death.
The risk of severe complications and death is greatest in infants under 6 months of age.
Poliomyelitis (Polio)
There are various types of poliovirus (types I, II and III) that cause poliomyelitis. The virus infects the bowel, and from
there can attack the nervous system causing meningitis or paralysis.Infection may be without symptoms or with only
minor bowel upset. When infection spreads to the nervous system, it can cause paralysis. Incubation for poliomyelitis is
commonly 7 to 14 days in severe cases and ranges from 3 to 35 days. Infection is spread by mouth and faeces.
Vaccination is the best way of protecting against these diseases. INFANRIX-IPV vaccine cannot give a child
diphtheria, tetanus, pertussis infection or poliomyelitis. The vaccine will not protect against diseases caused by other
types of bacteria or organisms.","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-ipv,,,,
NZVX,,210307,,DTaP-IPV-Hep B/Hib,,,1 to 99,6W,,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
